,time,ID,Sec,X,Y,Contact_count,Vertex,Speed,Sit,exit,STUCK,Chair,group,groupedP,totalP,Contact_sec,Contact_IDs,Contact_Pop
0,0,0,0,15.713134563620988,0.865610413621815,0,"[15.713134563620988, 0.865610413621815]",0.6076308160967319,0,,,[],0.0,0.0,1.0,0.0,[],0
1,1,0,1,16.142794434140903,1.29527028414173,1,"[[15.713134563620988, 0.865610413621815], [16.142794434140903, 1.29527028414173]]",0.6076308160967319,0,,,[],0.0,0.0,2.0,1.0,[1],1
2,1,1,0,16.058391435310746,0.7753731288907838,1,"[16.058391435310746, 0.7753731288907838]",1.3367549440557929,0,,,[],0.0,0.0,2.0,1.0,[0],1
3,2,0,2,16.57245430466082,1.7249301546616451,2,"[[16.142794434140903, 1.29527028414173], [16.57245430466082, 1.7249301546616451]]",0.6076308160967319,0,,,[],0.0,0.0,3.0,1.5,"[1, 2]",2
4,2,1,1,14.723495632739965,0.8107099901901744,2,"[[16.058391435310746, 0.7753731288907838], [15.058391435310746, 0.7753731288907838], [14.723495632739965, 0.8107099901901744]]",1.3367549440557929,0,,,[],0.0,0.0,3.0,1.8,"[0, 2]",2
5,2,2,0,15.179994730627536,0.3222912474185461,2,"[15.179994730627536, 0.3222912474185461]",1.2771260836999039,0,,,[],0.0,0.0,3.0,1.7,"[0, 1]",2
6,3,0,3,17.002114175180736,2.15459002518156,0,"[[16.57245430466082, 1.7249301546616451], [17.002114175180736, 2.15459002518156]]",0.6076308160967319,0,,,[],0.0,0.0,4.0,0.0,[],0
7,3,1,2,13.394120585002417,0.9509803110367436,2,"[[14.723495632739965, 0.8107099901901744], [13.394120585002417, 0.9509803110367436]]",1.3367549440557929,0,,,[],0.0,0.0,4.0,1.4,"[2, 3]",2
8,3,2,1,13.904091271375833,0.3781607054094004,2,"[[15.179994730627536, 0.3222912474185461], [13.904091271375833, 0.3781607054094004]]",1.2771260836999039,0,,,[],0.0,0.0,4.0,1.9,"[1, 3]",2
9,3,3,0,15.710589617225748,0.039032154592858026,2,"[15.710589617225748, 0.039032154592858026]",0.5239005253014847,0,,,[],0.0,0.0,4.0,1.3,"[1, 2]",2
10,4,0,4,17.431774045700653,2.5842498957014755,0,"[[17.002114175180736, 2.15459002518156], [17.431774045700653, 2.5842498957014755]]",0.6076308160967319,0,,,[],0.0,0.0,5.0,0.0,[],0
11,4,1,3,12.06474553726487,1.0912506318833135,1,"[[13.394120585002417, 0.9509803110367436], [12.06474553726487, 1.0912506318833135]]",1.3367549440557929,0,,,[],0.0,0.0,5.0,1.0,[2],1
12,4,2,2,12.62818781212413,0.4340301634002548,1,"[[13.904091271375833, 0.3781607054094004], [12.62818781212413, 0.4340301634002548]]",1.2771260836999039,0,,,[],0.0,0.0,5.0,1.0,[1],1
13,4,3,1,15.646007515498278,0.5589368694663079,1,"[[15.710589617225748, 0.039032154592858026], [15.646007515498278, 0.5589368694663079]]",0.5239005253014847,0,,,[],0.0,0.0,5.0,1.0,[4],1
14,4,4,0,16.417751236297544,0.14739442359208477,1,"[16.417751236297544, 0.14739442359208477]",1.2915318067390258,0,,,[],0.0,0.0,5.0,1.0,[3],1
15,5,0,5,17.86143391622057,3.0139097662213903,0,"[[17.431774045700653, 2.5842498957014755], [17.86143391622057, 3.0139097662213903]]",0.6076308160967319,0,,,[],0.0,0.0,6.0,0.0,[],0
16,5,1,4,10.735370489527321,1.2315209527298832,1,"[[12.06474553726487, 1.0912506318833135], [10.735370489527321, 1.2315209527298832]]",1.3367549440557929,0,,,[],0.0,0.0,6.0,1.0,[2],1
17,5,2,3,11.352284352872427,0.4898996213911091,1,"[[12.62818781212413, 0.4340301634002548], [11.352284352872427, 0.4898996213911091]]",1.2771260836999039,0,,,[],0.0,0.0,6.0,1.0,[1],1
18,5,3,2,15.581425413770807,1.0788415843397559,2,"[[15.646007515498278, 0.5589368694663079], [15.581425413770807, 1.0788415843397559]]",0.5239005253014847,0,,,[],0.0,0.0,6.0,2.0,"[4, 5]",2
19,5,4,1,15.419112648371971,0.8545012047786323,2,"[[16.417751236297544, 0.14739442359208477], [15.710644455110996, 0.8545012047786323], [15.419112648371971, 0.8545012047786323]]",1.2915318067390258,0,,,[],0.0,0.0,6.0,2.0,"[3, 5]",2
20,5,5,0,16.101726285262565,0.37542101313971055,2,"[16.101726285262565, 0.37542101313971055]",0.5615501172865531,0,,,[],0.0,0.0,6.0,2.0,"[3, 4]",2
21,6,0,6,18.291093786740486,3.443569636741305,0,"[[17.86143391622057, 3.0139097662213903], [18.291093786740486, 3.443569636741305]]",0.6076308160967319,0,,,[],0.0,0.0,7.0,0.0,[],0
22,6,1,5,9.405995441789774,1.3717912735764528,1,"[[10.735370489527321, 1.2315209527298832], [9.405995441789774, 1.3717912735764528]]",1.3367549440557929,0,,,[],0.0,0.0,7.0,1.0,[2],1
23,6,2,4,10.076380893620724,0.5457690793819635,1,"[[11.352284352872427, 0.4898996213911091], [10.076380893620724, 0.5457690793819635]]",1.2771260836999039,0,,,[],0.0,0.0,7.0,1.0,[1],1
24,6,3,3,15.516843312043337,1.5987462992132038,3,"[[15.581425413770807, 1.0788415843397559], [15.516843312043337, 1.5987462992132038]]",0.5239005253014847,0,,,[],0.0,0.0,7.0,3.0,"[4, 5, 6]",3
25,6,4,2,14.420474060446399,1.56160798596518,3,"[[15.419112648371971, 0.8545012047786323], [14.712005867185423, 1.56160798596518], [14.420474060446399, 1.56160798596518]]",1.2915318067390258,0,,,[],0.0,0.0,7.0,2.4,"[3, 5, 6]",3
26,6,5,1,15.812309625192063,0.8566450057857296,3,"[[16.101726285262565, 0.37542101313971055], [15.812309625192063, 0.8566450057857296]]",0.5615501172865531,0,,,[],0.0,0.0,7.0,3.0,"[3, 4, 6]",3
27,6,6,0,16.731942362883704,0.5864072586376939,3,"[16.731942362883704, 0.5864072586376939]",0.9953095878874083,0,,,[],0.0,0.0,7.0,2.4,"[3, 4, 5]",3
28,7,0,7,18.720753657260403,3.87322950726122,0,"[[18.291093786740486, 3.443569636741305], [18.720753657260403, 3.87322950726122]]",0.6076308160967319,0,,,[],0.0,0.0,8.0,0.0,[],0
29,7,1,6,8.076620394052226,1.5120615944230225,1,"[[9.405995441789774, 1.3717912735764528], [8.076620394052226, 1.5120615944230225]]",1.3367549440557929,0,,,[],0.0,0.0,8.0,1.0,[2],1
30,7,2,5,8.800477434369022,0.6016385373728179,1,"[[10.076380893620724, 0.5457690793819635], [8.800477434369022, 0.6016385373728179]]",1.2771260836999039,0,,,[],0.0,0.0,8.0,1.0,[1],1
31,7,3,4,15.452261210315866,2.1186510140866375,4,"[[15.516843312043337, 1.5987462992132038], [15.452261210315866, 2.1186510140866375]]",0.5239005253014847,0,,,[],0.0,0.0,8.0,3.6,"[4, 5, 6, 7]",4
32,7,4,3,14.128942253707374,2.56160798596518,2,"[[14.420474060446399, 1.56160798596518], [14.420474060446399, 2.56160798596518], [14.128942253707374, 2.56160798596518]]",1.2915318067390258,0,,,[],0.0,0.0,8.0,1.8,"[3, 5]",2
33,7,5,2,15.52289296512156,1.3378689984317518,4,"[[15.812309625192063, 0.8566450057857296], [15.52289296512156, 1.3378689984317518]]",0.5615501172865531,0,,,[],0.0,0.0,8.0,3.8,"[3, 4, 6, 7]",4
34,7,6,1,16.581894747759808,1.5703416512351964,3,"[[16.731942362883704, 0.5864072586376939], [16.581894747759808, 1.5703416512351964]]",0.9953095878874083,0,,,[],0.0,0.0,8.0,3.0,"[3, 5, 7]",3
35,7,7,0,15.668768059377314,0.1673123125975149,3,"[15.668768059377314, 0.1673123125975149]",0.5317625728428051,0,,,[],0.0,0.0,8.0,2.6,"[3, 5, 6]",3
36,8,0,8,19.15041352778032,4.302889377781135,0,"[[18.720753657260403, 3.87322950726122], [19.15041352778032, 4.302889377781135]]",0.6076308160967319,0,,,[],0.0,0.0,9.0,0.0,[],0
37,8,1,7,6.747245346314678,1.6523319152695923,1,"[[8.076620394052226, 1.5120615944230225], [6.747245346314678, 1.6523319152695923]]",1.3367549440557929,0,,,[],0.0,0.0,9.0,1.0,[2],1
38,8,2,6,7.524573975117319,0.6575079953636722,1,"[[8.800477434369022, 0.6016385373728179], [7.524573975117319, 0.6575079953636722]]",1.2771260836999039,0,,,[],0.0,0.0,9.0,1.0,[1],1
39,8,3,5,15.387679108588395,2.638555728960071,3,"[[15.452261210315866, 2.1186510140866375], [15.387679108588395, 2.638555728960071]]",0.5239005253014847,0,,,[],0.0,0.0,9.0,2.4,"[4, 5, 6]",3
40,8,4,4,13.1303036657818,3.2687147671517276,1,"[[14.128942253707374, 2.56160798596518], [13.421835472520826, 3.2687147671517276], [13.1303036657818, 3.2687147671517276]]",1.2915318067390258,0,,,[],0.0,0.0,9.0,0.4,[3],1
41,8,5,3,15.233476305051058,1.8190929910777704,4,"[[15.52289296512156, 1.3378689984317518], [15.233476305051058, 1.8190929910777704]]",0.5615501172865531,0,,,[],0.0,0.0,9.0,3.6,"[3, 6, 7, 8]",4
42,8,6,2,16.431847132635912,2.554276043832701,4,"[[16.581894747759808, 1.5703416512351964], [16.431847132635912, 2.554276043832701]]",0.9953095878874083,0,,,[],0.0,0.0,9.0,3.1,"[3, 5, 7, 8]",4
43,8,7,1,15.14666812943956,0.26822364513946395,3,"[[15.668768059377314, 0.1673123125975149], [15.14666812943956, 0.26822364513946395]]",0.5317625728428051,0,,,[],0.0,0.0,9.0,1.8,"[5, 6, 8]",3
44,8,8,0,16.968233308137794,0.914904843270692,3,"[16.968233308137794, 0.914904843270692]",1.4648790910992304,0,,,[],0.0,0.0,9.0,2.3,"[5, 6, 7]",3
45,9,0,9,19.580073398300236,4.73254924830105,0,"[[19.15041352778032, 4.302889377781135], [19.580073398300236, 4.73254924830105]]",0.6076308160967319,0,,,[],0.0,0.0,10.0,0.0,[],0
46,9,1,8,5.417870298577131,1.7926022361161615,1,"[[6.747245346314678, 1.6523319152695923], [5.417870298577131, 1.7926022361161615]]",1.3367549440557929,0,,,[],0.0,0.0,10.0,1.0,[2],1
47,9,2,7,6.248670515865616,0.7133774533545266,1,"[[7.524573975117319, 0.6575079953636722], [6.248670515865616, 0.7133774533545266]]",1.2771260836999039,0,,,[],0.0,0.0,10.0,1.0,[1],1
48,9,3,6,15.323097006860925,3.158460443833505,3,"[[15.387679108588395, 2.638555728960071], [15.323097006860925, 3.158460443833505]]",0.5239005253014847,0,,,[],0.0,0.0,10.0,2.5,"[5, 6, 8]",3
49,9,4,5,12.889817532105884,4.433509226555342,0,"[[13.1303036657818, 3.2687147671517276], [13.1303036657818, 4.268714767151728], [12.889817532105884, 4.433509226555342]]",1.2915318067390258,0,,,[],0.0,0.0,10.0,0.0,[],0
50,9,5,4,14.944059644980555,2.3003169837237927,5,"[[15.233476305051058, 1.8190929910777704], [14.944059644980555, 2.3003169837237927]]",0.5615501172865531,0,,,[],0.0,0.0,10.0,4.3,"[3, 6, 7, 9, 8]",5
51,9,6,3,16.281799517512017,3.538210436430205,3,"[[16.431847132635912, 2.554276043832701], [16.281799517512017, 3.538210436430205]]",0.9953095878874083,0,,,[],0.0,0.0,10.0,2.9,"[3, 5, 8]",3
52,9,7,2,14.624568199501805,0.369134977681413,2,"[[15.14666812943956, 0.26822364513946395], [14.624568199501805, 0.369134977681413]]",0.5317625728428051,0,,,[],0.0,0.0,10.0,1.6,"[5, 9]",2
53,9,8,1,16.31875261045596,2.2279340032204757,4,"[[16.968233308137794, 0.914904843270692], [16.31875261045596, 2.2279340032204757]]",1.4648790910992304,0,,,[],0.0,0.0,10.0,3.3,"[6, 9, 5, 3]",4
